,bmiz06,whz06,waz06,haz06
hhid,-0.02722924488869324,-0.039226469134628315,0.03231697656026179,0.050915539903699104
land_size,-0.02300880442343337,0.04524814617742745,0.05601846961454908,0.05597809611149334
land_size_pc,-0.048922990757136645,0.022741712826825758,0.09011734067125737,0.10888106308279351
cid,-0.02722947424425054,-0.0392268437435792,0.032317053389837536,0.05091597398646633
hh_weight,-0.01663025876367951,-0.04690319788008758,-0.02008230340409605,0.00720042846142762
hhsize,0.09442203241763258,0.06224082791536127,-0.03418693772828036,-0.09716083824116452
numadult,0.037046098597502394,0.02507328243381169,0.03669815529279989,0.011362730814089303
numchildren,0.09915019086129445,0.06477578464658906,-0.07345832345547769,-0.13928613378925284
numwomen,0.04425638257529342,-0.020032037939556296,-0.030502642770563478,-0.04139988244222565
depend_ratio,0.05659384138242449,0.04201525047044099,-0.03107209172675632,-0.06813179149655639
hh_age,0.10120904142865286,0.07948464124908634,0.02997814273042204,-0.04302824348211749
age_ave,0.09966147621381437,0.0762176073692703,0.02823937685697922,-0.04294067779747932
edu,-0.0306576461444167,0.06370009722216767,0.14201462955680974,0.11478480277827477
educ_ave,-0.07268990960135951,0.004282622843728782,0.12249666158018435,0.143937878424884
educ_max,-0.06184906575665284,0.0292729424196935,0.11773387834914878,0.12563500369561972
hh_edu,-0.029547204763152996,0.05891355203018751,0.13106992106659687,0.10546658401045461
hh_male_edu,-0.05671895135034475,0.0425644810860916,0.12758723549167253,0.11827861353095544
hh_fem_edu,0.048441930411871205,0.05115489589210026,0.05985279003277466,0.031554919908374154
outsidefood,-0.01717762146604341,-0.029197564358313437,-0.037007249492057435,-0.0097943339559621
outside_eat,-0.04036349542484719,-0.03583340783647105,-0.0157965424914093,0.036891820533176724
outside_eat_m,0.014510459625881784,0.022429116835262025,0.001170759502533094,-0.013192296566239596
outsidefood_m,-0.008134823213605102,-0.03182041194508949,-0.03267796027433452,-0.013364534178837406
outside_eat_f,-0.036396809897638896,-0.0725993962687084,-0.022188383363317937,0.03630264349259521
outsidefood_f,0.20203503221335184,-0.04391083060779083,-0.02803472767370638,-0.16686872987868626
outside_eat_c,0.0013255040042906819,0.022310644571421442,-0.04046196885808276,-0.04410670226358665
outsidefood_c,0.04209716511541471,0.0855791679606418,-0.045511449400701696,-0.09356638701243777
insidefoodyr,-0.0005921275860131193,0.024010187464686555,0.10963477051106152,0.10418901482785999
shannon_exp,-0.004600820990318216,0.01951316122350113,0.0551337849544693,0.032871796732668365
simpson_exp,-0.02528101641742932,0.031556279680354675,0.06686842888636153,0.05299887934311128
sh_cereals_exp,0.038502273473542625,-0.006789810426911077,-0.03938349329616738,-0.045476951922193636
sh_roots_exp,-0.029235566005403706,0.011876891743836477,0.016820741118859988,0.027178125382907942
sh_veg_exp,-0.016205276088719734,-0.045776558755787816,-0.123250645376083,-0.0899200849473774
sh_fruits_exp,-0.05012091271297614,-0.0036680935229663233,0.045705726981870795,0.07702595153849223
sh_meat_exp,-0.05798383694004187,-0.040301132403231466,-0.1122021855746614,-0.07052872284016534
sh_eggs_exp,-0.055850851183143535,-0.0041523233445519385,-0.008234538109874666,0.022105216820141577
sh_fish_exp,-0.022648410724586735,0.01227777384432681,-0.05093621764029183,-0.03975131773671141
sh_pulses_exp,-0.00037131996855878304,-0.014583250669790613,-0.04515103748328201,-0.04830212603907569
sh_milk_exp,0.420114846329216,0.23576435535302692,0.35471679750122953,-0.12576756511444023
sh_oil_exp,0.004203030666065052,0.006417610895766001,0.010974823876576176,0.018492292647329163
sh_sugar_exp,-0.08961386845014209,-0.07684679817602526,-0.005039928629904637,0.10512318704102591
sh_misc_exp,-0.028710819837006702,-0.024567900718887006,-0.010490636235852065,0.011089514715552579
foodvalue_totalyr,-0.0005964715891596602,0.024002604239448954,0.10962434156517045,0.10418548450202672
hhexpend,-0.0005580633453846309,0.0240470353740855,0.10964857712755932,0.1041623311179184
wealth,0.03939827553663757,0.05860615425317956,0.10526445664965334,0.03954317440153186
agwealth,0.07357589873380166,0.059944083555240044,0.04628504484129969,-0.02794665338601928
nonagwealth,0.01680086975784706,0.046923224438498896,0.10905573747659239,0.060567211325172024
purch_val,0.06480793863366627,0.11112494289359102,0.07538786847579135,-0.030249794460826367
tot_kcal_cons,0.024956922124903268,0.05145356944573397,0.05384126818948105,0.009062205849980291
purch_kcal_cons,0.024483410581573207,0.05293769102649572,0.025455203865080146,-0.024028460192708052
own_kcal_cons,0.09039689814616654,0.10422941419557141,0.09663203240198213,-0.0035240470946276982
gift_kcal_cons,-0.014577954821397806,-0.013390318514343632,0.032074704574108125,0.043617772916185946
tot_prot_cons,0.011694560511577686,0.021863597077296747,-0.0026367715994111535,-0.01915381887152737
purch_prot_cons,0.0016852886302350652,0.010208544238754749,-0.021597477018386716,-0.02613602253800867
own_prot_cons,0.0883476349638768,0.09666569237196217,0.09575353395047619,-0.0030582039924700525
gift_prot_cons,-0.01295795035855179,-0.007418543342115662,0.0383313482165424,0.048783616344062405
tot_animal_prot_cons,0.0006033254600304569,0.01069839230504332,-0.013063554437164894,-0.01668375077563947
purch_animal_prot_cons,0.0005943674025960256,0.009988213000710938,-0.016570922946920884,-0.01998952191487248
own_animal_prot_cons,0.054968159195317404,0.07839012142650817,0.11994940619575557,0.041982547397782684
gift_animal_prot_cons,-0.04498053383394965,-0.03435969987287165,0.03873030723183267,0.09448615850308341
tot_mfp_prot_cons,-0.010994663225023824,-0.008823904910290064,-0.01724350190557213,-0.003888909713403712
purch_mfp_prot_cons,-0.011006368092937615,-0.009551599360947221,-0.02070501108718415,-0.007152368100839835
own_mfp_prot_cons,0.054258327009660975,0.07517597463851407,0.1155333161076188,0.03997510593924368
gift_mfp_prot_cons,-0.04515863649464657,-0.03391694104777194,0.03901588142863103,0.09472991241089854
tot_fat_cons,0.027448020322515986,0.04186841439887516,0.02046631545249426,-0.020747553500284163
purch_fat_cons,0.017119797554384718,0.03104491698289307,-0.0012352991816911934,-0.02889821459031571
own_fat_cons,0.06626840381629195,0.05168765513429536,0.04389496264999641,-0.03013281709529977
gift_fat_cons,-0.0007725945557594932,0.011694216097841855,0.04185903377582951,0.03597438542850247
tot_chocdf_cons,0.019537384694873077,0.04336981896801939,0.05441009532912988,0.01715704717729499
purch_chocdf_cons,0.022505784424722536,0.04862011559359748,0.031058605613997016,-0.015553904050579685
own_chocdf_cons,0.08837399192400319,0.10972677793263863,0.10264888274077202,0.005256949120574728
gift_chocdf_cons,-0.026153958714596828,-0.03900662251406486,0.012463655708598954,0.03970048800552701
tot_fasat_cons,0.02325189301175558,0.04661844228064565,0.023981648279137496,-0.016739088567893735
purch_fasat_cons,0.01975385440674948,0.04143558525951477,0.013142665658407746,-0.022207133723374562
own_fasat_cons,0.08620402322462331,0.10405874410540918,0.0995631867573932,-0.013161461959761235
gift_fasat_cons,-0.014136535528681032,-0.004209176801848431,0.04440930268726107,0.0524262663284477
tot_fams_cons,0.01790429339411081,0.02340996274228727,0.006191836615722122,-0.018909827469547377
purch_fams_cons,0.007290234515215429,0.012217637334727473,-0.016310895634759064,-0.026765288855861102
own_fams_cons,0.05453921998337252,0.03413444451712388,0.024624353238643776,-0.03618265069397297
gift_fams_cons,0.0009582208175102169,0.013661316830282292,0.040819916671656846,0.0333183444106445
tot_fapu_cons,0.04982006945861942,0.05244311719486227,0.05030850416020587,-0.013523939892855273
purch_fapu_cons,0.044984068033391646,0.04429962247458784,-0.0074592839822690965,-0.06612982276670426
own_fapu_cons,0.06952262793362227,0.05593256395085612,0.04538165340611507,-0.030323330892182046
gift_fapu_cons,0.0005448686823641337,0.011621139078138883,0.03814723907691187,0.03167779433476324
tot_chole_cons,0.00434098234144638,0.015218656496435173,-0.005844088120600827,-0.014548765915719845
purch_chole_cons,0.0026857794632905024,0.01471946882403741,-0.013351398517632356,-0.021336367146860945
own_chole_cons,0.029558881916526517,0.0026296119536761645,0.060689518625007655,0.036798940298090464
gift_chole_cons,-0.02043670549302818,0.008206610362837244,0.04216291571138511,0.0712036455272695
tot_fib_cons,0.046227754000828535,0.05404074747331561,0.05274013300107537,-0.003586246635517261
purch_fib_cons,-0.002383122135946534,0.004025076430311381,-0.02568346446939522,-0.02880783753215889
own_fib_cons,0.08387506792673774,0.10226992599405924,0.10373359914871436,0.011183246237473445
gift_fib_cons,-0.012842464364266783,-0.03374915493281334,0.017332795561272155,0.030134303579024132
tot_sucs_cons,0.012928170541834781,0.03652509799672688,0.052018195286526576,0.02113825960182275
purch_sucs_cons,0.02437741617536066,0.05112235741720089,0.04025255684787342,-0.00900475064588477
own_sucs_cons,0.04513417721033885,0.055005546070269584,0.02587924099034348,-0.03692324365467847
gift_sucs_cons,-6.255249057174934e-05,0.012837866875439271,0.0420810468970853,0.035358749477425185
tot_phytac_cons,0.06184822810649519,0.06091997923367566,0.03947902355307184,-0.0262477159518303
purch_phytac_cons,0.004762978231678681,-0.010947212323070393,-0.08734313900042771,-0.08427172820372415
own_phytac_cons,0.08853644880475162,0.09574862972832619,0.08478236326857877,-0.009965163454633144
gift_phytac_cons,-0.00959609755514872,-0.006757876320276947,0.027388810527018644,0.03395554073274765
tot_trp_cons,0.015666550928135146,0.03368180270399171,-0.0013474953145392074,-0.027099001163022867
purch_trp_cons,0.01070049719742445,0.0270405141045877,-0.014068045169898435,-0.03283929468361288
own_trp_cons,0.07299460711323437,0.08237109580200817,0.080236085710878,-0.00825335629723229
gift_trp_cons,-0.01127261737928992,-0.0019199123045755713,0.047610446264027155,0.05363760960592905
tot_thr_cons,0.009160862875959403,0.01961440734398107,-0.00490554892731136,-0.018790123060789445
purch_thr_cons,0.002655511965141114,0.01182509858839177,-0.018527430861990043,-0.024333687481530284
own_thr_cons,0.08354066092805082,0.0893340249529775,0.09135990176558022,-0.003760946378553736
gift_thr_cons,-0.011454536231699624,-0.003653794748286223,0.042582714326903456,0.05101816051275678
tot_ile_cons,0.010583487371839298,0.022064174801085967,-0.003937749932483928,-0.020065945627322262
purch_ile_cons,0.004066356281502627,0.01417385854127737,-0.01776024938077713,-0.025716620076883002
own_ile_cons,0.08350728931634235,0.09064003418269789,0.09255854352240626,-0.0038113108115213398
gift_ile_cons,-0.010995513894544376,-0.0032780317980434163,0.04394349762374984,0.05205791995823255
tot_leu_cons,0.012557049227996806,0.022937257928784417,-0.003340094796570025,-0.020577392004103297
purch_leu_cons,0.0029816360654460984,0.01187078046616465,-0.021453419312386614,-0.02740285464301204
own_leu_cons,0.08725778318470302,0.09694707462433055,0.09928487786749109,0.002160959190276557
gift_leu_cons,-0.015058577035441974,-0.011106897518045798,0.038123129095511535,0.051148339993355024
tot_lys_cons,0.00017656587234444134,0.007687187197047529,-0.009396500291042293,-0.01149441349210738
purch_lys_cons,-0.0032081101923984016,0.002973828464436241,-0.0183391116523313,-0.01598769134649589
own_lys_cons,0.08455078348899168,0.09673367274659261,0.10347841558518037,0.002778449120554214
gift_lys_cons,-0.018885104211386495,-0.008296159903979698,0.047749029725105877,0.06532888237866569
tot_met_cons,0.006457993235717317,0.01660511133916687,-0.00619559639226425,-0.016645848675312505
purch_met_cons,0.0009084321429186533,0.00993597290690333,-0.018195054463707245,-0.022009563132998025
own_met_cons,0.08773242447005852,0.09855294522012517,0.10629603984580642,0.006965684156787032
gift_met_cons,-0.02016709016062471,-0.015134683806166286,0.04217078221293909,0.06176352878875785
tot_cys_cons,0.008930011668299168,0.014119615456596207,-0.003345689029467858,-0.015010667716892013
purch_cys_cons,-0.0031018417442608545,0.0005258326163399611,-0.024800774091940557,-0.021645547846233255
own_cys_cons,0.08129010812796664,0.08442382159913282,0.07902023798184989,-0.012429977542521023
gift_cys_cons,-0.006618428145666809,-0.00018664929662492853,0.04100444890826748,0.04326321525686724
tot_phe_cons,0.014335490382264266,0.026354809494903517,-0.0011754033829295125,-0.021736960492087867
purch_phe_cons,0.005081556704931381,0.015501470639332614,-0.01865501365521039,-0.027835880291925318
own_phe_cons,0.08334128909415313,0.09005918409543986,0.08571140231355144,-0.008761186626938783
gift_phe_cons,-0.009847886910453381,-0.003225730815239605,0.039968215667409185,0.046319406054849244
tot_tyr_cons,0.016591462071182173,0.0290123792195308,-0.0005841067258660118,-0.024145675393681038
purch_tyr_cons,0.0075000403633173765,0.018637919546104127,-0.01841973255661546,-0.030798005383303056
own_tyr_cons,0.08118893772385229,0.08212419731916505,0.080575224962322,-0.010283113300726808
gift_tyr_cons,-0.007246432510520322,0.0013417022868378082,0.04069486738149583,0.04393323910449036
tot_val_cons,0.018823237670331856,0.027774908593836436,0.004256835671054079,-0.02171454392223472
purch_val_cons,0.0070801183673627945,0.014923299400506903,-0.019293927537543176,-0.030010224217680827
own_val_cons,0.06792924256691371,0.05749431558372577,0.05103205265238078,-0.025259490973035408
gift_val_cons,-0.0009582319564926953,0.009922924447666048,0.04074578233514865,0.03617937142167859
tot_arg_cons,0.0009167795526436699,0.007856342597868354,-0.008808593063721021,-0.010952222545088548
purch_arg_cons,-0.005144140686195569,0.00013043527443071866,-0.02152339904899947,-0.01636587548500118
own_arg_cons,0.08667568075433126,0.10573029912391145,0.10884430896218826,0.009202939703462126
gift_arg_cons,-0.024990102766048298,-0.024195185887651405,0.03890811251906404,0.06449807438020318
tot_his_cons,0.0065719268566778125,0.01361279452709937,-0.005770637208159055,-0.015244332409738506
purch_his_cons,-0.0011464543429214494,0.004280796105058449,-0.02163695638483469,-0.021235603634522576
own_his_cons,0.08176665050063847,0.0841158829497029,0.07904516871956338,-0.014991242308939424
gift_his_cons,-0.008475288684734792,0.0008341344254064215,0.040584072987492364,0.04509988236487531
tot_calcium_cons,0.059972514686064446,0.10783535543889461,0.04126597264189983,-0.05180144742351168
purch_calcium_cons,0.05817121738458413,0.10692352654560039,0.03560683764178968,-0.055199913756853104
own_calcium_cons,0.034390366956126114,0.03453652200224626,0.05114205739682624,0.010032080204940718
gift_calcium_cons,0.003401526979577452,-0.004212399832339076,0.03654391071926444,0.029564592600258673
tot_p_cons,0.04625600391979841,0.07107069879574228,0.017869369945074463,-0.0440099830726248
purch_p_cons,0.02472351755615808,0.04865914377495485,-0.020341207823250083,-0.05909088981368648
own_p_cons,0.08834146796936765,0.10095649027625272,0.0993240868990644,0.003507707292547818
gift_p_cons,-0.017079333294442865,-0.020365667703909456,0.0250656509339037,0.0417839180603462
tot_mg_cons,0.06439028522507262,0.08452241739384189,0.044346913616758174,-0.03310097766067065
purch_mg_cons,0.018706969085414214,0.03726043236165911,-0.04226856624210412,-0.07293314659859747
own_mg_cons,0.08751292820040693,0.10172827273318574,0.09523600570747914,0.0013943260257744188
gift_mg_cons,-0.017980118251118837,-0.021672954630307373,0.01876087227309886,0.036831993413847505
tot_k_cons,0.035033816623378185,0.06282853148079949,0.029894044804704784,-0.0234293952872457
purch_k_cons,0.021296108914789592,0.04657531262929961,0.002183691882848709,-0.03508000896634341
own_k_cons,0.08142760116209408,0.10427895029019815,0.10437527516975259,0.00928361407817618
gift_k_cons,-0.012917974435577165,-0.01658591077704931,0.027576214619906086,0.03945596484111704
tot_na_cons,-0.013213751134552683,0.04383041469368521,0.022817774260563896,0.004749135290669766
purch_na_cons,-0.013596160876404539,0.03934785972032409,0.008242451007450923,-0.0074821225714034306
own_na_cons,0.08628128061248695,0.1098522430924834,0.12216081298805861,0.02280421381881318
gift_na_cons,-0.013795461543927776,-0.0029350577011348212,0.034517809382927055,0.04424835464710495
tot_iron_cons,0.03555644996437301,0.04294596328771488,0.021617916096310714,-0.019379203626755458
purch_iron_cons,-0.00215132120294466,0.0019739093607748334,-0.043293296699548,-0.04322552584557704
own_iron_cons,0.08728411476586646,0.10212265409252769,0.1001323499206326,0.0053341409814055395
gift_iron_cons,-0.017799808316013407,-0.026404633697031138,0.020928220875859688,0.03916909960377551
tot_mfp_fe_cons,-0.01103333388726159,-0.009604892303754746,-0.01876654597608303,-0.004881404666029564
purch_mfp_fe_cons,-0.011735184931140421,-0.011888630453743484,-0.02460278764583081,-0.00943385570648803
own_mfp_fe_cons,0.05820040802562325,0.09228060348096306,0.12492409707340325,0.03945896128947135
gift_mfp_fe_cons,-0.04506800207484139,-0.035218235576484735,0.03461671001744231,0.0930898683729408
tot_zinc_cons,0.008559842559902525,0.015362672017213282,-0.011617958616994717,-0.02171901932969124
purch_zinc_cons,-0.002777914318394657,0.0025665976564244177,-0.03072024903578087,-0.027929743033596414
own_zinc_cons,0.08892844013398046,0.10064572779232034,0.09738519358650444,0.0005879518530466381
gift_zinc_cons,-0.019956581964098018,-0.020368281752521523,0.028647570592023913,0.047692384364331625
tot_cu_cons,0.03280159978094121,0.04437067217260401,0.06800906369155883,0.01627199342991981
purch_cu_cons,0.01496473936288026,0.031077127480983364,0.029989969395778762,-0.005002907066818304
own_cu_cons,0.07260883139968435,0.07459852719473552,0.07589463659212803,-0.006485974750352691
gift_cu_cons,-0.005394558038089389,-0.006350013262027537,0.02337735898583951,0.026120468989640003
tot_mn_cons,0.018407576375492868,0.020985358448729455,0.015768636384502648,-0.010763101246787499
purch_mn_cons,0.0012639005515714219,0.0035655456508342197,-0.011903220799853613,-0.016896067892744338
own_mn_cons,0.06615734434816699,0.07473401817855031,0.0642800281716466,-0.013432743708355203
gift_mn_cons,-0.0029408189780883867,-0.009531168459114716,0.030111467313470287,0.028403019549619334
tot_vita_A_cons,0.0030556695824106583,0.033136124944256384,0.06545809712620096,0.03858387783743716
purch_vita_A_cons,0.008247304220571664,0.036538874807043376,0.06319820209800146,0.029792439038757463
own_vita_A_cons,0.01714955107438698,0.047069235336514505,0.08399736232239283,0.047898751562353
gift_vita_A_cons,-0.031660437964867054,-0.036212126874801395,-0.02936564694077801,0.014331720470845622
tot_a_vita_cons,0.027442431623299936,0.04338694336678696,0.03966061870813582,-0.008009997852321982
purch_a_vita_cons,0.031876743631698,0.04990063910334403,0.03974734983045383,-0.020707071105648997
own_a_vita_cons,0.05678087551161843,0.08192730029673657,0.1189432409698738,0.03958044649754057
gift_a_vita_cons,-0.03230866495546126,-0.04483218671469229,-0.0569476653194117,-0.0024077241686279154
tot_vitd_cons,0.07060524066215539,0.07591356717525749,0.0695372992983997,-0.020940022359314876
purch_vitd_cons,0.07811287902672226,0.0817531171115073,0.07195001160116193,-0.03062583156662699
own_vitd_cons,-0.004956038064807016,-0.06679233919977534,-0.009715795142866952,0.020860574395927367
gift_vitd_cons,-0.016927651714347954,-0.0021186873785975597,0.0014976112275504386,0.0286181858658242
tot_vita_E_cons,0.030365548509298474,0.03911717935293131,0.06358107304008755,0.015294897796553129
purch_vita_E_cons,0.00870397457912897,0.01785867404748751,0.03229129396544439,0.005916869889986615
own_vita_E_cons,0.06239875108886701,0.05435879017768697,0.04892107514865104,-0.022960940937005087
gift_vita_E_cons,0.0004346893605423929,0.010194994030486411,0.03628643587715055,0.030343226668651982
tot_vita_C_cons,0.0005305438562794879,0.015902491269174094,0.026408744006527752,0.015308895534215045
purch_vita_C_cons,-0.001813771644588531,0.011736793443941095,0.01851845620881529,0.011000420695121508
own_vita_C_cons,0.0015920716662683515,0.051010639253109606,0.07557585793789902,0.05340410377224782
gift_vita_C_cons,0.018529249933166996,-0.014236360714349973,0.017242471208114837,0.004159996155867519
tot_thia_cons,0.06406306677414263,0.09107801471757683,0.04477098992857362,-0.035964578415329275
purch_thia_cons,0.024405067095425226,0.04631608546709613,-0.017467019696769493,-0.05531180800773539
own_thia_cons,0.08734682829494447,0.11060605462357481,0.1064244046544034,0.0091288712440302
gift_thia_cons,-0.014833439668104959,-0.032395938606121104,0.007331120269403067,0.026048939441026212
tot_ribof_cons,0.047884894567055865,0.09660954555155446,0.04539532369526811,-0.03420396170822926
purch_ribof_cons,0.038676198289027824,0.08752612649287013,0.021301090970921588,-0.052256360767243513
own_ribof_cons,0.0484728375574654,0.0688878727750047,0.08308409025081408,0.028721185320391113
gift_ribof_cons,-0.022497718090080804,-0.049583910348557234,-0.028312975493146673,0.009770608389437184
tot_nia_cons,0.02908136187872679,0.031075405693742102,0.018455540827288657,-0.01509051383947553
purch_nia_cons,-0.0020057370826205936,-0.0051778912366367445,-0.03753277495298542,-0.03380121434699152
own_nia_cons,0.08735646191313706,0.09025249276432011,0.08334321780791179,-0.012883058957071094
gift_nia_cons,-0.0059510910354271356,0.002082283199461981,0.03563394575643967,0.03791170680210246
tot_vita_B6_cons,0.011916908180928087,0.02786339763375328,0.012589860029372277,-0.0070659417836509645
purch_vita_B6_cons,-0.004387083678507183,0.00879232207524625,-0.013543932615320161,-0.015207793917425334
own_vita_B6_cons,0.08872221774309058,0.11430250529304468,0.11263688929787781,0.012394229526963991
gift_vita_B6_cons,-0.026114063896085424,-0.041667542343774615,0.010504695117123472,0.04258016280601173
tot_fol_cons,0.047920099823177534,0.08994735344411273,0.0838303918889188,0.008772822500595181
purch_fol_cons,0.028489145016340176,0.06685438528288586,0.037213124320720846,-0.01573726732200746
own_fol_cons,0.0652216435040672,0.08416733716314857,0.08280254570548332,0.003707724155855772
gift_fol_cons,-0.007190967587315363,0.0025754901650146453,0.038438034460011185,0.041107659708466644
tot_vita_B12_cons,0.007233873016657553,0.02350877032870401,0.006094458832247529,-0.011374568331970458
purch_vita_B12_cons,0.00942777746701277,0.02679821835461912,0.00793047310393303,-0.013677457031260404
own_vita_B12_cons,0.05415916538904437,0.07333032424574976,0.11542558304504319,0.04134804593781574
gift_vita_B12_cons,-0.03961679462291316,-0.05408685281422728,-0.06197400321708711,0.0007307826056973703
tot_pant_cons,0.05589591150379631,0.09258175416457178,0.04659917852244464,-0.03603725038031064
purch_pant_cons,0.0422104178218721,0.07799688295149633,0.012772179837580654,-0.05423973520465261
own_pant_cons,0.08408985972704085,0.0974994541074574,0.11390696726878775,0.01560177350446501
gift_pant_cons,-0.00905503113389441,-0.004998073881155093,0.03665187331402971,0.04364566509469409
hhae,0.0665399296705013,0.02395340020257339,0.004282835467578677,-0.027414381895207666
kcal_ae_req,0.06653992141556372,0.023953409258639993,0.004282835210404615,-0.027414384245056243
kcal_ae,0.06572139826219207,0.10676232229401846,0.0994313973289459,-0.006765765332407245
gap_kcal_ae,-0.023071045716818842,0.033760562358493285,0.052853706084953544,0.02732311752611553
def_kcal_ae_hh,-0.06401824699982961,-0.059835663074611765,-0.07628755255416826,0.013385099585859669
tot_cal_per_hh,0.02495692090554957,0.051453567610938084,0.05384126774054494,0.009062206941249764
ddi,0.051782133175478105,0.0953494291065301,0.12134994675844055,0.024221504759129098
shannon_kcal,0.003572727498805728,-0.013490186348844494,0.039153745443501455,0.037864260210477105
simpson_kcal,-0.002689097852181862,0.019538442899492314,0.06625073698795318,0.05118854124147526
hdds,0.02422857370967944,0.0916747420140647,0.1625831891053154,0.08392765548580022
sh_cereals_kcal,0.005636673440457151,0.013621338787466289,-0.015973210871628736,-0.01398301790845783
sh_roots_kcal,-0.08200994676151896,-0.0896512302563699,-0.0500093505024818,0.034712998520442795
sh_veg_kcal,-0.00835169080510817,-0.06107580059884427,-0.07393890460374654,-0.030574131647998676
sh_fruits_kcal,-0.03630098743515399,-0.016145302060039925,0.022651877079119184,0.04847470737870187
sh_meat_kcal,-0.033803773668295706,-0.004210959504680327,0.025546462986240134,0.04559580448077136
sh_eggs_kcal,-0.043591206388129466,-0.0680938689579759,-0.030621457151095103,0.027495045664028824
sh_fish_kcal,0.03746308721611123,0.03698802019746434,0.02489352241460045,-0.0074649223979096025
sh_pulses_kcal,0.0460543616855615,-0.04059164232168195,-0.045429669710592153,-0.06612718859361669
sh_milk_kcal,0.0693695986883405,0.10693576004192644,0.027963455459625745,-0.06993033286362474
sh_oil_kcal,-0.00979295951114831,0.021390802717557444,0.05488841746689995,0.03702529827508206
sh_sugar_kcal,-0.01503525191226571,0.03129519296914102,0.061659758835365786,0.05881614659536501
sh_misc_kcal,-0.0038249308688179614,0.016034494397800903,0.02024922275782383,0.009591850833413086
tot_val_prod,0.05010977190413868,-0.020469609242938773,0.02602817627129273,-0.007734561697139766
pdi_crop,-0.06488842034939868,-0.05252960401988325,0.002314672272013548,0.07649892242498377
pdi_animal,0.08951412321606447,0.031058448328890313,0.03590097053780031,-0.037450332390769135
pdi_total,0.0002500408084168102,-0.02143416712093684,0.02043084550774001,0.03522360611022338
pid,0.0815886757740821,0.06239555813235522,-0.006509578681019896,-0.06687513316096766
haz06,-0.6204559267038813,-0.3267172829315988,0.4665612091109804,1.0
waz06,0.27784449434127884,0.6192290080612668,1.0,0.4665612091109804
whz06,0.9812385454234371,1.0,0.6192290080612668,-0.3267172829315988
bmiz06,1.0,0.9812385454234371,0.27784449434127884,-0.6204559267038813
wa_m,-0.08554317850381987,-0.353360233034665,-0.6079804789076827,-0.3243049809199811
wa_s,-0.212191758925333,-0.3598956533278344,-0.4262293739718044,-0.0941965312346931
ha_m,0.052154446446103224,0.1225812891466543,-0.41216768718331337,-0.49145668426379685
ha_s,0.09373658929178844,0.15075807598786112,-0.3188033559450339,-0.4310331733053086
wh_m,-0.24366855112348923,-0.38115752824011534,-0.22726333215364547,0.13855839945200657
wh_s,-0.17011616792188225,-0.2611364770390932,-0.11986355304655455,0.1369405942040035
